tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,Price,Years experience ,no of s project done
CDVHQ0ETT15000063,"Perform Reinstatement Works to SLF building #14-03, #15-02 and SLF Podium L2",Ministry of Social and Family Development - Ministry Headquarter,28-01-2016,Awarded to Suppliers,E3 CONSTRUCTION PTE LTD,65500,4,2
CDVHQ0ETT15000064,Invitation to Tender for the Proposed Erection of a Boys' Complex and Primary Access Road at Jalan Bahar,Ministry of Social and Family Development - Ministry Headquarter,14-09-2016,Awarded to Suppliers,CHINA CONSTRUCTION (SOUTH PACIFIC) DEVELOPMENT CO. PTE. LTD.,54086542,4,2
CDVHQ0ETT16000001,Invitation to Tender for the Provision of Fieldwork Research Services for Study on Gambling in Singapore,Ministry of Social and Family Development - Ministry Headquarter,03-03-2016,Awarded to Suppliers,MEDIA RESEARCH CONSULTANTS PTE LTD,123500,4,2
CDVHQ0ETT16000005,Invitation to Tender for the Provision of Functional Family Therapy for Youth and Probationers,Ministry of Social and Family Development - Ministry Headquarter,15-04-2016,Awarded to Suppliers,Epworth Community Services,118636,4,2
CDVHQ0ETT16000005,Invitation to Tender for the Provision of Functional Family Therapy for Youth and Probationers,Ministry of Social and Family Development - Ministry Headquarter,15-04-2016,Awarded to Suppliers,SINGAPORE CHILDREN'S SOCIETY,66670.56,4,2
CDVHQ0ETT16000007,Invitation to Tender for the Appointment of a Managing Contractor for the Provision of Facilities Management Services for MSF-appointed Operators' Void Deck and Standalone Social Community Facilities for a Period of Two Years with an Option to Extend for up to One Year,Ministry of Social and Family Development - Ministry Headquarter,23-06-2016,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,3574076.92,4,2
CDVHQ0ETT16000008,Invitation to Tender for the Cyclical Maintenance Programme and Addition and Alteration to Existing Children and Youth Complex at the Salvation Army (Gracehaven),Ministry of Social and Family Development - Ministry Headquarter,28-06-2016,Awarded to Suppliers,TOP PAVE PTE LTD,1790000,4,2
CDVHQ0ETT16000009,Invitation To Tender For The Provision Of Auxiliary Police Officer Services,Ministry of Social and Family Development - Ministry Headquarter,29-04-2016,Awarded to Suppliers,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,8164855,4,2
CDVHQ0ETT16000010,Invitation to Tender for the Appointment of a Managing Contractor for the Provision of Facilities Management Services for MSF Divested Homes and Pelangi Village for a Period of Two (2) Years with an Option to Extend for Up to One (1) Year,Ministry of Social and Family Development - Ministry Headquarter,25-05-2016,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,7028288.82,4,2
CDVHQ0ETT16000011,Invitation To Tender for professional services to develop and implement an Enterprise Risk Management (ERM) framework for the Ministry of Social and Family Development (MSF),Ministry of Social and Family Development - Ministry Headquarter,14-06-2016,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,204001,4,2
CDVHQ0ETT16000013,Invitation To Tender For The Provision Of Event Management Services for MSF Volunteer Awards 2016,Ministry of Social and Family Development - Ministry Headquarter,08-08-2016,Awarded to Suppliers,Pico Art International Pte Ltd,305800,4,2
CDVHQ0ETT16000014,Invitation To Tender For The Provision Of Mobile Data/Mobile Wifi Devices/iPads For A Period Of 2 Years With An Option To Extend For Another 2 Years,Ministry of Social and Family Development - Ministry Headquarter,14-10-2016,Awarded to Suppliers,BTW Technology Pte Ltd,459726.16,4,2
CDVHQ0ETT16000015,Invitation to Tender for the Provision of Event Management Services for the National Family Violence Networking Systems (NFVNS) Conference 2016,Ministry of Social and Family Development - Ministry Headquarter,29-07-2016,Awarded to Suppliers,LINEAR DOTS PRODUCTION PTE. LTD.,94199.5,4,2
CDVHQ0ETT16000016,"Invitation to Tender for the Proposed Addition and Alteration Works to Part of the Existing 8th Storey Offices at 51 Cuppage Road, Singapore 22946 on Lot 00746L TS27",Ministry of Social and Family Development - Ministry Headquarter,08-08-2016,Awarded to Suppliers,ASA CONTRACTS PTE. LTD.,696000,4,2
CDVHQ0ETT16000017,Invitation to Tender for the Proposed Additions and Alterations Works For Early Intervention Programme For Infants & Children (EIPIC) at Kim Keat Avenue and 2 Senior Activities Centres (SAC) at Tampines St 43 and Marsiling Road,Ministry of Social and Family Development - Ministry Headquarter,21-09-2016,Awarded to Suppliers,LOGISTICS CONSTRUCTION PTE LTD,1280000,4,2
CDVHQ0ETT16000018,Invitation to Tender for Nominated Sub-contract Tender for Supply and Installation of 2 Nos. of Lifts for the Proposed Additions & Alterations to Existing School Development on MK 18 Lot 01258W at 600 Upper Thomson Road,Ministry of Social and Family Development - Ministry Headquarter,27-10-2016,Awarded to Suppliers,CA M&E ENGINEERING PTE. LTD.,280000,4,2
CDVHQ0ETT16000020,"Invitation to Tender for the Provision of Venue, Dinner and Catering Services",Ministry of Social and Family Development - Ministry Headquarter,15-09-2016,Awarded to Suppliers,RESORTS WORLD AT SENTOSA PTE. LTD.,210613.5,4,2
CDVHQ0ETT16000023,Invitation to Tender for the Provision of Healthcare and Hygiene Consumables,Ministry of Social and Family Development - Ministry Headquarter,26-10-2016,Awarded to Suppliers,YEAP MEDICAL SUPPLIES PTE. LTD.,844425.4,4,2
CDVHQ0ETT16000024,"Invitation to Tender for the Provision of Storage, Inventory Management and Delivery Services",Ministry of Social and Family Development - Ministry Headquarter,31-08-2016,Awarded to Suppliers,UI-LI PRINT & SERVICES,248800,4,2
CDVHQ0ETT16000025,Invitation to Tender for the Provision of Event Management Services to Organise and to Manage ASEAN Meetings in Singapore,Ministry of Social and Family Development - Ministry Headquarter,21-09-2016,Awarded to Suppliers,ANTHOLOGY PTE. LTD.,127960,4,2
CDVHQ0ETT16000026,Invitation to Tender for the Provision of Supermarket Voucher,Ministry of Social and Family Development - Ministry Headquarter,28-11-2016,Awarded to Suppliers,OPTION GIFT PTE. LTD.,115680,4,2
CDVHQ0ETT16000028,Invitation to Tender for the Provision of Services to Administer the Enhanced Cinta Abadi Marriage Preparation Programme,Ministry of Social and Family Development - Ministry Headquarter,23-11-2016,Awarded to Suppliers,APKIM RESOURCES,286560,4,2
CDVHQ0ETT16000029,Invitation to Tender for the Provision of Services of Protection Officer for Ministry of Social and Family Development,Ministry of Social and Family Development - Ministry Headquarter,11-11-2016,Awarded to Suppliers,DRAGNET SMARTECH SECURITY PTE. LTD.,1766400,4,2
CDVHQ0ETT16000030,Invitation to Tender for the Provision of Facilities Management Services for MSF Offices and Institutions for a Period of Two (2) Years with an Option to Extend for Up To One (1) Year,Ministry of Social and Family Development - Ministry Headquarter,26-10-2016,Awarded to Suppliers,CBM PTE. LTD.,6061158,4,2
CDVHQ0ETT16000030,Invitation to Tender for the Provision of Facilities Management Services for MSF Offices and Institutions for a Period of Two (2) Years with an Option to Extend for Up To One (1) Year,Ministry of Social and Family Development - Ministry Headquarter,26-10-2016,Awarded to Suppliers,CPG Facilities Management Pte Ltd,3807240,4,2
CDVHQ0ETT16000031,Invitation to Tender for Provision of an Integrated Media Plan for a Public Awareness Campaign on Problem Gambling for the National Council on Problem Gambling (NCPG),Ministry of Social and Family Development - Ministry Headquarter,21-11-2016,Awarded to Suppliers,I.M COMMUNICATIONS PTE. LTD.,352915.5,4,2
CDVHQ0ETT16000032,Invitation to Tender for the Provision of Services to Organise a Cruise Event for Singles,Ministry of Social and Family Development - Ministry Headquarter,05-12-2016,Awarded to Suppliers,KINGSMEN OOH-MEDIA PTE. LTD.,522281.86,4,1
CDVHQ0ETT16000034,Provision of Digital Content Management Services for Social Development Network,Ministry of Social and Family Development - Ministry Headquarter,14-12-2016,Awarded to Suppliers,CARBON INTERACTIVE PTE. LTD.,228800,4,1
CDVHQ0ETT16000035,Invitation To Tender For The Provision Of Facilities Management For MSF HQ For 2 Years With An Option To Extend For Another Two Years on a Yearly Basis,Ministry of Social and Family Development - Ministry Headquarter,02-12-2016,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,1173144,4,1
CDVHQ0ETT16000039,Tender for the Provision of Fieldwork Research Services for Study on Gambling Prevalence in Singapore,Ministry of Social and Family Development - Ministry Headquarter,21-12-2016,Awarded to Suppliers,EA RESEARCH & CONSULTING PTE. LTD.,189900,4,1
CDVHQ0ETT16000040,Invitation to Tender for Proposed Additions & Alteration Works to Existing Buildings and Addition of New Covered Linkways at 600 Upper Thomson Road,Ministry of Social and Family Development - Ministry Headquarter,06-12-2016,Awarded to Suppliers,YUAN MEI CHEN (S) PTE. LTD.,2580000,4,1
CDVHQ0ETT16000041,Invitation to Tender for Proposed Additions & Alteration Works for Day Activity Centre at Yishun Avenue 4 and Family Service Centre at Bedok Reservoir Road,Ministry of Social and Family Development - Ministry Headquarter,05-12-2016,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,1370000,4,1
CDVHQ0ETT16000042,Invitation to Tender for Proposed Additions & Alterations Works for Day Activity Centres at Toa Payoh Lor 1 and Clementi Ave 6 and Senior Activity Centre at Hougang Dewcourt,Ministry of Social and Family Development - Ministry Headquarter,07-12-2016,Awarded to Suppliers,WEI SIANG DESIGN CONSTRUCTION PTE. LTD.,1335800,4,1
CDVHQ0ETT16000044,Invitation to Tender for the Provision of Data Collation and Processing Services,Ministry of Social and Family Development - Ministry Headquarter,27-12-2016,Awarded to Suppliers,RMA CONTRACTS PTE. LTD.,55312,4,1
CDVHQ0ETT16000046,Invitation to Tender for the Provision of 12-Seater Passenger Van,Ministry of Social and Family Development - Ministry Headquarter,30-11-2016,Awarded to Suppliers,BORNEO MOTORS (SINGAPORE) PTE. LTD.,104019.43,4,1
CDVRAPETT14000018,Tender for the Provision of Professional Supervision Service for Management Staff of the Family and Child Protection and Welfare Branch (FCPW) and the Children in Care Branch (CIC),Ministry of Social and Family Development - Rehabilitation and Protection,02-01-2015,Awarded to Suppliers,LILIAN FLORENCE ELIZABETH ING,153200,4,1
CDVRAPETT14000027,Provision of Contact Services for clients of the Family and Child Protection and Welfare Branch (FCPW),Ministry of Social and Family Development - Rehabilitation and Protection,24-02-2015,Awarded to Suppliers,Epworth Community Services,344160,4,1
CDVRAPETT14000027,Provision of Contact Services for clients of the Family and Child Protection and Welfare Branch (FCPW),Ministry of Social and Family Development - Rehabilitation and Protection,24-02-2015,Awarded to Suppliers,THYE HUA KWAN MORAL CHARITIES LIMITED,1278840,4,1
CDVRAPETT14000037,"Provision of Social Assessment Interviews, marriage preparation Workshop and follow up",Ministry of Social and Family Development - Rehabilitation and Protection,02-01-2015,Awarded to Suppliers,SEMBAWANG FAMILY SERVICE CENTRE,107740,4,1
CDVRAPETT14000037,"Provision of Social Assessment Interviews, marriage preparation Workshop and follow up",Ministry of Social and Family Development - Rehabilitation and Protection,02-01-2015,Awarded to Suppliers,TOUCH FAMILY SERVICES LIMITED,450540,4,1
CDVRAPETT14000040,"The Provision of Training for the Child Protection Service & Agencies on the Integration of Structured Decision Making (SDM) tools into their Practice approach for a period of 18 months, with an option to extend up to 30 months",Ministry of Social and Family Development - Rehabilitation and Protection,09-02-2015,Awarded to Suppliers,SP CONSULTANCY,366500,1,1
CDVRAPETT14000041,Cleaning Services to Singapore Boys' Home (Feb 15 to Jan 16 - with option to extend for 1 year),Ministry of Social and Family Development - Rehabilitation and Protection,05-02-2015,Awarded to Suppliers,TMK SERVICES PTE. LTD.,246720,1,1
CDVRAPETT15000002,Invitation to Tender for the Provision of Services for the Assessment of Prospective Foster Parents,Ministry of Social and Family Development - Rehabilitation and Protection,04-06-2015,Awarded to Suppliers,CANOSSAVILLE CHILDREN'S HOME,182000,1,1
CDVRAPETT15000002,Invitation to Tender for the Provision of Services for the Assessment of Prospective Foster Parents,Ministry of Social and Family Development - Rehabilitation and Protection,04-06-2015,Awarded to Suppliers,FEI YUE COMMUNITY SERVICES,137200,1,1
CDVRAPETT15000002,Invitation to Tender for the Provision of Services for the Assessment of Prospective Foster Parents,Ministry of Social and Family Development - Rehabilitation and Protection,04-06-2015,Awarded to Suppliers,GOOD PATHWAYS PTE. LTD.,179300,1,1
CDVRAPETT15000003,Tender to call for proposals from research companies to provide the following to conduct a Family Violence Perceptions & Prevalence Study:Providing relevant personnel;Providing details of research methodology & design; Providing necessary logistics to conduct surveys & focus group discussions; Manage participant reimbursement; Collect & Manage data; Evaluate & provide recommendations following study results. This study is estimated to take place from Jun 15- Feb 16.,Ministry of Social and Family Development - Rehabilitation and Protection,13-08-2015,Awarded to Suppliers,NEXUS LINK PTE. LTD.,264000,1,1
CDVRAPETT15000004,Tender For Family Connection Sessions (FCS) For Families Of The Juvenile Homes For Nine Months With And Option To Extend For Two(2) Years,Ministry of Social and Family Development - Rehabilitation and Protection,26-11-2015,Awarded to Suppliers,ATMAN COUNSELLING & TRAINING CONSULTANCY,95040,1,1
CDVRAPETT15000004,Tender For Family Connection Sessions (FCS) For Families Of The Juvenile Homes For Nine Months With And Option To Extend For Two(2) Years,Ministry of Social and Family Development - Rehabilitation and Protection,26-11-2015,Awarded to Suppliers,BRIEF ACADEMY PTE. LTD.,99600,1,1
CDVRAPETT15000004,Tender For Family Connection Sessions (FCS) For Families Of The Juvenile Homes For Nine Months With And Option To Extend For Two(2) Years,Ministry of Social and Family Development - Rehabilitation and Protection,26-11-2015,Awarded to Suppliers,COMPASS LIFE,46200,1,1
CDVRAPETT15000008,Invitation to Tender for the Provision of the Delivery of Theft Intervention Programme (TIP) to Clients on Probation or Placed in Residential Homes,Ministry of Social and Family Development - Rehabilitation and Protection,12-01-2016,Awarded to Suppliers,Epworth Community Services,74806,1,1
CDVRAPETT15000008,Invitation to Tender for the Provision of the Delivery of Theft Intervention Programme (TIP) to Clients on Probation or Placed in Residential Homes,Ministry of Social and Family Development - Rehabilitation and Protection,12-01-2016,Awarded to Suppliers,TECK GHEE YOUTH CENTRE,26940,1,1
